N de inscripcion;Nombre;Provincia;Municipio;CP;Dirección;Sitio web;Fecha alta;Referencia catastral;Código registral único;Rural;Superficie;Plazas totales;Estudio;Habitaciones dobles;Plazas dobles;Habitaciones individuales;Plazas individuales;Total dormitorios;Año_alta;Mes_alta
CV-VUT0515334-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL GOLETA, 47, Es:2 Pl:00 Pt:04;;2025-03-25;5066301YH0056N0065TJ;;N;53.0;3;N;1.0;2;1.0;1;2.0;2025;3
CV-VUT0515336-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL BERGANTIN, 26, Pl:02 Pt:03;;2025-03-25;5064201YH0056S0016EF;;N;64.0;2;N;1.0;2;0.0;0;1.0;2025;3
CV-VUT0516523-A;;ALICANTE/ALACANT;TORREVIEJA;03180;AV ROENTGEN, 4, Bloque:12 Es:2 Pl:02 Pt:04;;2025-05-18;5670508YH0057S0034AB;;N;113.0;4;N;2.0;4;0.0;0;2.0;2025;5
CV-VUT0516524-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL MARGARITAS BAL, 7, Es:T Pl:OD Pt:OS;;2025-05-18;0445340YH0004N0001UO;;N;123.0;4;N;2.0;4;0.0;0;2.0;2025;5
CV-VUT0515698-A;;ALICANTE/ALACANT;TORREVIEJA;03180;UR JARDIN DEL MAR X, 1, Es:1 Pl:00 Pt:24;;2025-04-04;3183901YH0038S0024ZX;;N;77.0;5;N;2.0;4;1.0;1;3.0;2025;4
CV-VUT0515699-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL GALEON, 26, Es:1 Pl:01 Pt:11;;2025-04-04;4867304YH0046N0011DB;;N;38.0;2;N;1.0;2;0.0;0;1.0;2025;4
CV-VUT0515700-A;;ALICANTE/ALACANT;TORREVIEJA;03188;CL BOGAVANTE, 5, Es:5 Pl:03 Pt:04;;2025-04-04;6491901YH0069S0138YL;;N;53.0;4;N;1.0;2;2.0;2;3.0;2025;4
CV-VUT0515701-A;Kameralny apartament z basenem;ALICANTE/ALACANT;TORREVIEJA;03180;CL ARGOLIDAS, 3, Es:3 Pl:01 Pt:74;;2025-04-04;5387104YH0058N0090XZ;;N;54.0;2;N;1.0;2;0.0;0;1.0;2025;4
CV-VUT0515703-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL REGION DE MURCIA, 1A, Es:1 Pl:00 Pt:38;;2025-04-04;6486502YH0068N0116LQ;;N;41.0;2;N;1.0;2;0.0;0;1.0;2025;4
CV-VUT0515704-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL JOAQUIN CHAPAPRIETA, 148, Es:2 Pl:02 Pt:38;;2025-04-04;3767516YH0036N0393EF;3,05E+12;N;66.0;4;N;2.0;4;0.0;0;2.0;2025;4
CV-VUT0515709-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL FRAY LUIS DE LEON, 13M, Es:24 Pl:00 Pt:205;;2025-04-04;5681801YH0058S0206PQ;;N;84.0;4;N;1.0;2;2.0;2;3.0;2025;4
CV-VUT0515710-A;;ALICANTE/ALACANT;TORREVIEJA;03180;AV DIEGO RAMIREZ PASTOR, 221, Es:1 Pl:01 Pt:09;;2025-04-04;4065402YH0046N0013OX;;N;49.0;2;N;1.0;2;0.0;0;1.0;2025;4
CV-VUT0515007-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL ULPIANO, 70B, Es:3 Pl:02 Pt:B;;2025-03-14;4459503YH0045N0032AK;;N;109.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0515010-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL VITORIA, 3, Es:2 Pl:04 Pt:22;;2025-03-17;2963901YH0026S0127KD;;N;65.0;4;N;1.0;2;2.0;2;3.0;2025;3
CV-VUT0516450-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL LOMA LA, 107, Es:2 Pl:07 Pt:36;;2025-05-13;5166801YH0056N0425QQ;;N;27.0;2;S;0.0;0;0.0;0;0.0;2025;5
CV-VUT0516451-A;;ALICANTE/ALACANT;TORREVIEJA;03185;CL MANZANILLA, 5, Es:9 Pl:00 Pt:A;;2025-05-14;0532804YH0003S0205HP;;N;77.0;4;N;2.0;4;0.0;0;2.0;2025;5
CV-VUT0516456-A;;ALICANTE/ALACANT;TORREVIEJA;03180;AV HABANERAS DE LAS, 115, Es:1 Pl:02 Pt:03;;2025-05-14;5164504YH0056S0015PD;;N;74.0;4;N;2.0;4;0.0;0;2.0;2025;5
CV-VUT0515791-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL ESTOCOLMO, 23, Es:1 Pl:00 Pt:A;;2025-04-08;5369609YH0056N0001AJ;;N;92.0;6;N;3.0;6;0.0;0;3.0;2025;4
CV-VUT0515828-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAESTRO PARADA, 6, Bloque:2 Es:I Pl:01 Pt:A;;2025-04-04;5059401YH0055N0071GE;;N;89.0;6;N;3.0;6;0.0;0;3.0;2025;4
CV-VUT0515838-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL MORIONES, 39, Es:1 Pl:03 Pt:01;;2025-04-10;4162105YH0046S0039ZR;;N;65.0;3;N;1.0;2;1.0;1;2.0;2025;4
CV-VUT0514865-A;;ALICANTE/ALACANT;TORREVIEJA;03184;CL PIO BAROJA, 10, Es:T Pl:OD Pt:OS;;2025-03-06;2770320YH0027S0001OU;;N;119.0;6;N;3.0;6;0.0;0;3.0;2025;3
CV-VUT0514867-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL CUPIDO, 5, Es:3 Pl:02 Pt:D2;;2025-03-11;5498101YH0059N0054EF;;N;55.0;2;N;1.0;2;0.0;0;1.0;2025;3
CV-VUT0514868-A;;ALICANTE/ALACANT;TORREVIEJA;03188;CL ANCLA DEL, 3, Es:3 Pl:03 Pt:06;;2025-03-11;6591202YH0069S0049UQ;;N;34.0;2;N;1.0;2;0.0;0;1.0;2025;3
CV-VUT0514872-A;MARIA INES;ALICANTE/ALACANT;TORREVIEJA;03180;CL GABRIELA MISTRA, 15, Es:1 Pl:00 Pt:0A;;2025-03-12;5471304YH0057S0002AB;;N;41.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0514912-A;;ALICANTE/ALACANT;TORREVIEJA;03180;UR RESIDENCIAL MIRADOR III, 1, Es:1 Pl:01 Pt:82;;2025-03-13;1514801YH0111S0082SO;;N;55.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0515092-A;;ALICANTE/ALACANT;TORREVIEJA;03188;CL AVILA-URB LOMAS DEL MAR, 23, Es:1 Pl:00 Pt:47;;2025-03-18;6293501YH0069S0012HL;;N;67.0;6;N;3.0;6;0.0;0;3.0;2025;3
CV-VUT0515100-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL BENIAJAN, 1, Es:1 Pl:03 Pt:A;;2025-03-18;2654401YH0025S0012MR;;N;101.0;6;N;3.0;6;0.0;0;3.0;2025;3
CV-VUT0515111-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL GANDI, 82, Es:1 Pl:04 Pt:03;;2025-03-18;5576902YH0057N0083XM;;N;64.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0515123-A;;ALICANTE/ALACANT;TORREVIEJA;03180;AV HOLANDESES, 17, Es:2 Pl:02 Pt:25;;2025-03-19;5810207YH0151S0073ZL;;N;134.0;6;N;3.0;6;0.0;0;3.0;2025;3
CV-VUT0515124-A;;ALICANTE/ALACANT;TORREVIEJA;03180;UR PARQUE LAGO, 13, Es:1 Pl:00 Pt:13;;2025-03-19;2089401YH0028N0013KW;;N;84.0;4;N;1.0;2;2.0;2;3.0;2025;3
CV-VUT0515358-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAR BALTICO, 63, Es:1 Pl:03 Pt:C;;2025-03-26;5468413YH0056N0018DI;;N;73.0;3;N;1.0;2;1.0;1;2.0;2025;3
CV-VUT0515361-A;CASA FLOR;ALICANTE/ALACANT;TORREVIEJA;03185;CL TXACOLINA,, Es:3 Pl:01 Pt:84A;;2025-03-26;0332901YH0003S0155KL;;N;81.0;6;N;3.0;6;0.0;0;3.0;2025;3
CV-VUT0515365-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL REGION DE MURCIA, 1, Es:3 Pl:01 Pt:10;;2025-03-26;6486204YH0068N0214EW;;N;73.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0515370-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL TALIA, 4, Es:B Pl:01 Pt:D;;2025-03-26;5387101YH0058N0048FJ;;N;65.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0514535-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL NORUEGA, 11, Es:1 Pl:02 Pt:F;;2025-02-27;5367115YH0056N0040SZ;;N;49.0;2;N;1.0;2;0.0;0;1.0;2025;2
CV-VUT0514537-A;MIRA TORRE;ALICANTE/ALACANT;TORREVIEJA;03180;CL GOLETA, 25, Pl:00 Pt:01;;2025-02-27;5065110YH0056N0001MJ;;N;78.0;2;N;1.0;2;0.0;0;1.0;2025;2
CV-VUT0514541-A;APARTAMENT LUISE ;ALICANTE/ALACANT;TORREVIEJA;03180;UR PUNTA PRIMA, 2A, Es:1 Pl:03 Pt:17;;2025-02-27;1423802YH0012S0018HQ;;N;139.0;4;N;2.0;4;0.0;0;2.0;2025;2
CV-VUT0514552-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL SAL LA, 29, Es:1 Pl:04 Pt:01;;2025-02-27;5065604YH0056N0015RT;;N;47.0;2;N;1.0;2;0.0;0;1.0;2025;2
CV-VUT0514582-A;EL PARAISO 224;ALICANTE/ALACANT;TORREVIEJA;03185;CL MAESTRO QUINO, 224, Es:B Pl:00 Pt:C;;2025-02-28;1947301YH0014N0123LO;;N;51.0;4;N;2.0;4;0.0;0;2.0;2025;2
CV-VUT0514768-A;;ALICANTE/ALACANT;TORREVIEJA;03188;CL BRISA DE LA, 15, Es:1 Pl:05 Pt:08;;2025-03-07;6490902YH0069S0064QP;;N;63.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0514576-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL MORIONES, 70, Es:A Pl:01 Pt:14;;2025-02-28;4067601YH0046N0100AG;;N;70.0;9;N;3.0;6;3.0;3;6.0;2025;2
CV-VUT0515174-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL MONTEAGUDO, 20, Es:1 Pl:03 Pt:B;;2025-03-21;2555305YH0025N0011ZK;;N;56.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0515179-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL ORIHUELA, 73, Es:2 Pl:+1 Pt:506;;2025-03-21;3266901YH0036N0518HG;;N;77.0;2;N;1.0;2;0.0;0;1.0;2025;3
CV-VUT0515180-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL RAMON RUBIAL CAVIAS, 1, Es:1 Pl:00 Pt:10;;2025-03-21;1946101YH0014N0010HL;;N;107.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0515181-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAESTRO FRANCISCO CASANOV, 55, Es:B4 Pl:02 Pt:62;;2025-03-21;4467201YH0046N0419AJ;;N;58.0;3;N;1.0;2;1.0;1;2.0;2025;3
CV-VUT0515183-A;;ALICANTE/ALACANT;TORREVIEJA;03183;CL VERTA VONN SUTTER, 48, Es:3 Pl:00 Pt:10;;2025-03-21;5577401YH0057N0021MW;;N;55.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0515197-A;CASA ALEGRIA;ALICANTE/ALACANT;TORREVIEJA;03180;CL VICENTE BLASCO IBAÑEZ, 148, Es:1 Pl:01 Pt:A;;2025-03-21;4663111YH0046S0015KO;;N;63.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0515209-A;;ALICANTE/ALACANT;TORREVIEJA;03180;UR JARDIN DEL MAR III, 1, Es:2 Pl:00 Pt:05;;2025-03-21;3380802YH0038S0005TO;;N;72.0;6;N;3.0;6;0.0;0;3.0;2025;3
CV-VUT0515433-A;;ALICANTE/ALACANT;TORREVIEJA;03180;AV DOCTOR GREGORIO MARAÑON, 7B, Es:2 Pl:05 Pt:19;;2025-03-28;3259202YH0035N0064HF;;N;77.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0514911-A;CASA DE YOUNSI;ALICANTE/ALACANT;TORREVIEJA;03180;AV ROBLEDA, 11, Es:T Pl:OD Pt:OS;;2025-03-13;2408412YH0120N0001JM;;N;83.0;6;N;3.0;6;0.0;0;3.0;2025;3
CV-VUT0515223-A;;ALICANTE/ALACANT;TORREVIEJA;03180;UR LOMAS MAR ALTAS, 8, Es:1 Pl:02 Pt:24;;2025-03-24;5892302YH0059S0065SU;;N;49.0;2;N;1.0;2;0.0;0;1.0;2025;3
CV-VUT0515224-A;GRZEGORZ ROBERT KULPOK;ALICANTE/ALACANT;TORREVIEJA;03180;AV ROENTGEN, 4, Bloque:15 Es:1 Pl:02 Pt:02;;2025-03-24;5670512YH0057S0013TT;;N;76.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0515230-A;;ALICANTE/ALACANT;TORREVIEJA;03183;AV ASOC VICTIMAS TERRORISMO, 2, Pl:00 Pt:11;;2025-03-24;4288609YH0048N0012PO;;N;114.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0515541-A;CASA MORIONES;ALICANTE/ALACANT;TORREVIEJA;03180;CL MORIONES, 53, Es:1 Pl:00 Pt:03;;2025-04-01;4065811YH0046N0003EG;;N;40.0;2;N;1.0;2;0.0;0;1.0;2025;4
CV-VUT0515543-A;CASA 1 REFINED RESIDENCES SL;ALICANTE/ALACANT;TORREVIEJA;03180;AV DIEGO RAMIREZ PASTOR, 152A, Es:1 Pl:04 Pt:04;;2025-04-01;3864106YH0036S0035DL;;N;78.0;4;N;2.0;4;0.0;0;2.0;2025;4
CV-VUT0515884-A;;ALICANTE/ALACANT;TORREVIEJA;03183;AV ROENTGEN, 7, Pl:03 Pt:12;;2025-04-11;5470701YH0057S0031GJ;;N;84.0;4;N;2.0;4;0.0;0;2.0;2025;4
CV-VUT0515920-A;;ALICANTE/ALACANT;TORREVIEJA;03180;AV DOCTOR MARIANO RUIZ CANOV, 7, Es:B Pl:01 Pt:14;;2025-04-14;5365439YH0056N0201JM;;N;62.0;4;N;2.0;4;0.0;0;2.0;2025;4
CV-VUT0515396-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL LENA, 52, Es:T Pl:OD Pt:OS;;2025-03-27;1208826YH0110N0001BL;;N;78.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0515401-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL SAN POLICARPO, 91Y, Es:1 Pl:02 Pt:03C;;2025-03-27;3166801YH0036N0017RX;;N;58.0;3;N;1.0;2;1.0;1;2.0;2025;3
CV-VUT0515662-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CR TORREJON EL, 2C, Es:3 Pl:03 Pt:418;;2025-04-03;5991803YH0059S0061QE;;N;45.0;3;N;1.0;2;1.0;1;2.0;2025;4
CV-VUT0514782-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL PATRICIO ZAMMIT, 42, Es:1 Pl:04 Pt:B;;2025-03-08;4362626YH0046S0013WU;;N;73.0;5;N;2.0;4;1.0;1;3.0;2025;3
CV-VUT0515221-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL MARIA PARODI, 25, Es:1 Pl:03 Pt:D;;2025-03-24;3860303YH0036S0014TR;;N;72.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0516113-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL ANTONIO MACHADO, 97, Es:1 Pl:02 Pt:01;;2025-04-23;4063120YH0046S0023PF;;N;57.0;2;N;1.0;2;0.0;0;1.0;2025;4
CV-VUT0516118-A;;ALICANTE/ALACANT;TORREVIEJA;03180;UR LOMAS MAR ALTAS, 8, Es:1 Pl:03 Pt:11;;2025-04-23;5892302YH0059S0078XJ;;N;84.0;4;N;2.0;4;0.0;0;2.0;2025;4
CV-VUT0516125-A;ELENA LEBEDEVA;ALICANTE/ALACANT;TORREVIEJA;03180;CL MARIA GIL VALLEJOS, 25, Es:3 Pl:01 Pt:16;;2025-04-24;4467201YH0046N0112KQ;;N;61.0;4;N;1.0;2;2.0;2;3.0;2025;4
CV-VUT0516128-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL GALEON, 11, Es:1 Pl:+1 Pt:0G;;2025-04-24;4764603YH0046S0055KF;;N;59.0;4;N;2.0;4;0.0;0;2.0;2025;4
CV-VUT0516129-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL RAFAL, 27, Es:1 Pl:04 Pt:I;;2025-04-24;2657101YH0025N0071ZF;;N;71.0;3;N;1.0;2;1.0;1;2.0;2025;4
CV-VUT0516130-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL LOMA LA, 107, Es:1 Pl:05 Pt:E;;2025-04-24;5166801YH0056N0192GG;;N;67.0;3;N;1.0;2;1.0;1;2.0;2025;4
CV-VUT0516131-A;La Casa Tomillo;ALICANTE/ALACANT;TORREVIEJA;03180;CL TOMILLO DEL, 34, Bloque:1 Es:1 Pl:01 Pt:05;;2025-04-24;3767704YH0036N0010MG;;N;46.0;2;S;0.0;0;0.0;0;0.0;2025;4
CV-VUT0516133-A;;ALICANTE/ALACANT;TORREVIEJA;03188;CL DELFIN DEL-MATA, 3, Es:B Pl:01 Pt:A;;2025-04-24;5812404YH0151S0046JQ;;N;80.0;4;N;2.0;4;0.0;0;2.0;2025;4
CV-VUT0514701-A;PURA VIDA;ALICANTE/ALACANT;TORREVIEJA;03180;CL VIRGEN DE LA PALOMA, 4, Pl:04 Pt:0G;;2025-03-06;4861203YH0046S0074GR;;N;115.0;6;N;3.0;6;0.0;0;3.0;2025;3
CV-VUT0514703-A;;ALICANTE/ALACANT;TORREVIEJA;03183;AV CORINTO, 2, Es:G Pl:02 Pt:A;;2025-03-06;4994701YH0049S0209XJ;;N;63.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0514705-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL SAN JULIAN, 43, Es:2 Pl:03 Pt:09;;2025-03-06;3064903YH0036S0058UD;;N;59.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0514786-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL CONCORDIA, 110, Es:1 Pl:03 Pt:41;;2025-03-09;4662905YH0046S0041SE;;N;51.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0514791-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL VILLA MADRID, 35, Es:1 Pl:01 Pt:11;;2025-03-10;2963802YH0026S0069RJ;;N;57.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0514796-A;CASA TRACY;ALICANTE/ALACANT;TORREVIEJA;03185;UR ALTOS LOS, 21A, Es:4 Pl:00 Pt:18;;2025-03-10;1133403YH0013S0014KF;;N;158.0;10;N;5.0;10;0.0;0;5.0;2025;3
CV-VUT0514803-A;;ALICANTE/ALACANT;TORREVIEJA;03180;UR JARDIN DEL MAR IX, 1, Es:1 Pl:00 Pt:49;;2025-02-17;2984701YH0028S0049YF;;N;55.0;4;N;2.0;4;0.0;0;2.0;2025;2
CV-VUT0514748-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL CAPITAN GARCIA GEA, 2A, Es:1 Pl:04 Pt:03;;2025-03-07;4863703YH0046S0043MT;;N;66.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0515420-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL FUENSANTA, 40, Es:1 Pl:03 Pt:10;;2025-03-28;4464704YH0046S0057AH;;N;64.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0515561-A;;ALICANTE/ALACANT;TORREVIEJA;03182;CL SAL LA, 32, Es:1 Pl:02 Pt:13;;2025-04-01;5166415YH0056N0035PL;;N;87.0;4;N;2.0;4;0.0;0;2.0;2025;4
CV-VUT0515564-A;;ALICANTE/ALACANT;TORREVIEJA;03180;UR PUNTA PRIMA, 2A, Es:3 Pl:05 Pt:70;;2025-04-01;1423802YH0012S0071TD;;N;140.0;5;N;2.0;4;1.0;1;3.0;2025;4
CV-VUT0516353-A;;ALICANTE/ALACANT;TORREVIEJA;03182;CL ALMUDENA, 9, Es:1 Pl:01 Pt:A;;2025-05-09;4661103YH0046S0001ZZ;;N;65.0;4;N;2.0;4;0.0;0;2.0;2025;5
CV-VUT0516355-A;;ALICANTE/ALACANT;TORREVIEJA;03180;LG SECTOR 25, 36, Es:3 Pl:03 Pt:A;;2025-05-09;4688101YH0048N0046EA;;N;77.0;3;N;1.0;2;1.0;1;2.0;2025;5
CV-VUT0516362-A;;ALICANTE/ALACANT;TORREVIEJA;03180;AV TORREBLANCA, 14, Pl:01 Pt:10;;2025-05-10;5496301YH0059N0019QF;;N;56.0;2;N;1.0;2;0.0;0;1.0;2025;5
CV-VUT0516483-A;BIRUTE SUMINSKIENE;ALICANTE/ALACANT;TORREVIEJA;03180;CL JOVEN PURA, 2, Es:2 Pl:02 Pt:03;;2025-05-14;3967602YH0036N0055KW;;N;47.0;2;N;1.0;2;0.0;0;1.0;2025;5
CV-VUT0516489-A;;ALICANTE/ALACANT;TORREVIEJA;03180;AV HABANERAS DE LAS, 38B, Es:2 Pl:05 Pt:03;;2025-05-14;4563603YH0046S0295JW;;N;35.0;2;S;0.0;0;0.0;0;0.0;2025;5
CV-VUT0515666-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL ALMUDENA, 60, Es:1 Pl:05 Pt:38;;2025-04-03;4465620YH0046N0066HF;;N;59.0;3;N;1.0;2;1.0;1;2.0;2025;4
CV-VUT0515735-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL ULPIANO, 70C, Es:2 Pl:01 Pt:B;;2025-04-07;4459503YH0045N0019RA;;N;133.0;6;N;3.0;6;0.0;0;3.0;2025;4
CV-VUT0515737-A;Apartman Sueño;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAYOR-MATA, 40, Es:B Pl:02 Pt:H2;;2025-04-07;6017901YH0161N0101DD;;N;72.0;6;N;2.0;4;2.0;2;4.0;2025;4
CV-VUT0515739-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL ULPIANO, 70A, Es:4 Pl:03 Pt:A;;2025-04-07;4459503YH0045N0042KW;;N;96.0;4;N;2.0;4;0.0;0;2.0;2025;4
CV-VUT0515845-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAR BALTICO, 1, Es:1 Pl:+1 Pt:0I;;2025-04-10;5265515YH0056N0028BG;;N;56.0;4;N;2.0;4;0.0;0;2.0;2025;4
CV-VUT0515848-A;JOLANTA DUBINIENE;ALICANTE/ALACANT;TORREVIEJA;03180;CL GOLETA, 39, Es:2 Pl:03 Pt:09;;2025-04-10;5066106YH0056N0131BK;;N;60.0;4;N;2.0;4;0.0;0;2.0;2025;4
CV-VUT0515850-A;;ALICANTE/ALACANT;TORREVIEJA;03182;AV MARINEROS DE LOS, 8, Pl:+1 Pt:DR;;2025-04-10;4861103YH0046S0015HO;;N;104.0;6;N;3.0;6;0.0;0;3.0;2025;4
CV-VUT0515859-A;;ALICANTE/ALACANT;TORREVIEJA;03180;AV DIEGO RAMIREZ PASTOR, 279, Es:2 Pl:00 Pt:80;;2025-04-10;5268402YH0056N0080ZE;;N;78.0;5;N;2.0;4;1.0;1;3.0;2025;4
CV-VUT0515940-A;;ALICANTE/ALACANT;TORREVIEJA;03180;UR LAGO JARDIN 2 M7 SEC C, 1, Es:7 Pl:00 Pt:62;;2025-04-14;8743603XH9084S0062XE;;N;49.0;4;N;2.0;4;0.0;0;2.0;2025;4
CV-VUT0515964-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL PEDRO LORCA, 159, Es:1 Pl:03 Pt:B;;2025-04-15;4661614YH0046S0012YY;;N;46.0;2;N;1.0;2;0.0;0;1.0;2025;4
CV-VUT0515966-A;;ALICANTE/ALACANT;TORREVIEJA;03183;AV CORINTO, 2C, Es:29 Pl:02 Pt:03;;2025-04-16;5196301YH0059N0101DW;;N;62.0;4;N;2.0;4;0.0;0;2.0;2025;4
CV-VUT0515216-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL HUERTO, 49, Bloque:1 Es:1 Pl:04 Pt:14;;2025-03-23;3165201YH0036N0208ZX;;N;71.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0515225-A;;ALICANTE/ALACANT;TORREVIEJA;03180;UR LOMAS MAR ALTAS, 10, Es:1 Pl:01 Pt:22;;2025-03-24;5892301YH0059S0038IS;;N;48.0;2;N;1.0;2;0.0;0;1.0;2025;3
CV-VUT0515241-A;;ALICANTE/ALACANT;TORREVIEJA;03184;CL MAR GARCIA TORREGROSA, 5R, Es:5 Pl:01 Pt:789;;2025-03-24;2589101YH0028N0119ZA;;N;54.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0515254-A;Klaudias home;ALICANTE/ALACANT;TORREVIEJA;03181;CL HUERTO, 49, Bloque:1 Es:1 Pl:03 Pt:02;;2025-03-18;3165201YH0036N0141HJ;;N;73.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0515258-A;LA CASA TORREVIEJA;ALICANTE/ALACANT;TORREVIEJA;03180;UR AGUAS NUEVAS II-EL MOLINO, 13M, Es:1 Pl:01 Pt:04;;2025-03-24;4783201YH0048S0008JH;;N;53.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0515274-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL SAL LA, 2, Es:1 Pl:+2 Pt:02;;2025-03-25;5162703YH0056S0083MF;;N;54.0;2;N;1.0;2;0.0;0;1.0;2025;3
CV-VUT0515277-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL NEPTUNO, 2A, Es:8 Pl:00 Pt:2D;;2025-03-25;6088401YH0068N0077LK;;N;104.0;4;N;2.0;4;0.0;0;2.0;2025;3
CV-VUT0515289-A;;ALICANTE/ALACANT;TORREVIEJA;03180;RB JUAN MATEO GARCIA, 56, Es:2 Pl:03 Pt:12;;2025-03-25;3964101YH0036S0190MD;;N;48.0;2;N;1.0;2;0.0;0;1.0;2025;3
CV-VUT0515308-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL MAR BALTICO, 48, Es:1 Pl:04 Pt:B;;2025-03-25;5568501YH0056N0009FW;3,06E+12;N;55.0;2;N;1.0;2;0.0;0;1.0;2025;3
CV-VUT0515323-A;;ALICANTE/ALACANT;TORREVIEJA;03183;AV ROENTGEN, 6, Bloque:18 Es:B Pl:01 Pt:02;;2025-03-25;5571704YH0057S0051UI;;N;74.0;3;N;1.0;2;1.0;1;2.0;2025;3
CV-VUT0515135-A;;ALICANTE/ALACANT;TORREVIEJA;03180;CL MIMOSAS, 11, Es:1 Pl:01 Pt:F;;2025-01-29;5798702YH0059N0006WR;3,06E+12;N;60.0;4;N;2.0;4;0.0;0;2.0;2025;1
CV-VUT0515542-A;APARTAMENTO LA MATA(TORREVIEJA);ALICANTE/ALACANT;TORREVIEJA;03180;AV FRANCIA, 73, Es:1 Pl:02 Pt:DR;;2025-04-01;5811302YH0151S0013SM;;N;62.0;4;N;2.0;4;0.0;0;2.0;2025;4
